가맹점ID,가맹점명,가맹점유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지도로명주소상세정보,소재지지번주소,소재지지번주소상세정보,전화번호,사업자번호,종사업자번호,대표자명,사업자상태,사업자상태변경일,프랜차이즈명,일반직영,음식점분류,시설정보구분,위도,경도,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,배달시작시각,배달종료시각,아침점심저녁구분,배달가능여부,관리기관,관리기관전화번호,데이터기준일자
22101319,부자식당,10,대구,중구,27110,관덕정길 13,미래빌딩,남산동 938-8,미래빌딩,0507-1485-5758,1265700214,,이동희,01,2022-07-01,,03,13,10,35.86506726,128.5916954,1030,2100,1030,2100,0000,0000,1020,2100,1+3+5,Y,중구청,053-661-2535,2022-10-19 17:16:33
22101318,더오픈도시락(The open dosirak),10,대구,달서구,27290,와룡로45길 59,,죽전동 407,,053-553-3345,8843700423,,박재곤,01,2019-07-01,,03,13,30,35.85305777,128.5339761,0950,2150,0950,2150,0950,2150,0950,2150,1+3+5,Y,달서구청,053-667-2536,2022-10-19 17:16:30
22101317,대하닭갈비,10,대구,중구,27110,동성로6길 45,,공평동 16-21,,053-427-3331,5041936318,,장재홍,01,,대하닭갈비,01,13,30,35.86897724,128.5978843,1100,2200,1100,2200,1100,2200,1100,2120,3+5,Y,중구청,053-661-2535,2022-10-19 17:16:27
22101316,단동면옥,10,대구,북구,27230,구암로 213-1,,구암동 800-13,,053-321-2858,5041924919,,서윤겸,01,2020-07-01,,03,13,30,35.93189859,128.564208,1100,2100,1100,2100,1100,2100,1100,2100,3+5,Y,북구청,053-665-2527,2022-10-19 17:15:42
22101315,황태해장국,10,대구,동구,27140,팔공로 250,,봉무동 1553,,053-953-4881,1251981982,,이경은,01,,,03,13,30,35.92092691,128.6418696,0930,2200,0900,2200,0900,2200,0950,2120,1+3+5,Y,동구청,053-662-2744,2022-10-19 17:15:24
22101314,유하반점,10,대구,달서구,27290,상인로 120,,상인동 1533-19,,053-636-1928,8843400719,,홍미경,01,2020-07-01,,03,11,30,35.81730675,128.5451674,0900,2100,0900,2100,0900,2100,0900,2030,1+3+5,Y,달서구청,053-667-2536,2022-10-19 17:15:17
22101313,모려촌,10,대구,북구,27230,원대로 125,삼일펠리체,노원동1가 11,삼일펠리체,053-352-3534,5041924224,,노도현,01,2008-07-01,,03,13,30,35.88872315,128.5827031,1100,2200,1100,2200,1100,2200,1100,2140,3+5,Y,북구청,053-665-2527,2022-10-19 17:15:04
22101312,만두여행.냉면,10,대구,북구,27230,칠곡중앙대로75길 24,,태전동 951-8,,053-323-3435,5041775807,,조은희,01,2015-01-01,,03,12,30,35.92964803,128.5450238,1100,2200,1100,2200,1100,2200,1100,2200,3+5,Y,북구청,053-665-2527,2022-10-19 17:14:24
22101311,명품진국밥,10,대구,달서구,27290,당산로 192,,두류동 495-17,,053-656-3999,8840402059,,이정희,01,,,03,13,30,35.85374854,128.5485757,1000,2200,1000,2200,0000,0000,1030,2050,1+3+5,Y,달서구청,053-667-2536,2022-10-19 17:14:12
22101310,산동성,10,대구,서구,27170,달서천로83길 37,,원대동3가 1125-8,,053-355-3137,6813201089,,장상미,01,,,03,11,30,35.88497436,128.5788246,1030,2030,1030,2030,1030,2030,0940,1950,1+3+5,Y,서구청,053-663-2613,2022-10-19 17:13:58
22101309,우리할매떡볶이 대구시지점,10,대구,수성구,27260,알파시티2로 19,,시지동 579-3,,053-791-8200,1236800472,,김정아,01,2022-07-01,우리할매떡볶이,01,12,30,35.83988565,128.6914174,1030,2200,1030,2200,1030,2200,1100,2200,1+3+5,Y,수성구청,053-666-4646,2022-10-19 17:13:56
22101308,홍콩할매불닭발,10,대구,북구,27230,태암로5길 18,,태전동 1025-30,,053-324-0309,5041761754,,김말숙,01,2021-07-01,,03,13,30,35.93001074,128.5510816,1130,0200,1130,0200,1130,0200,1130,0200,3+5,Y,북구청,053-665-2527,2022-10-19 17:13:33
22101307,전에 미쳤소,10,대구,동구,27140,아양로11길 11,,신암동 600-23,,053-944-8739,2222101598,,석동호,01,,,03,13,30,35.88354651,128.6197674,1200,0100,1200,0100,1200,0100,1100,0100,3+5,Y,동구청,053-662-2744,2022-10-19 17:13:18
22101306,충무곰장어아나고,10,대구,북구,27230,대불서길 9,,산격동 489-49,,053-941-8507,5041751654,,김윤규,01,2017-07-01,,03,13,30,35.90057954,128.6145271,1600,0200,1600,0200,1600,0200,1600,0200,5,Y,북구청,053-665-2527,2022-10-19 17:12:50
22101305,큰맘할매순대국(대곡수목원점),10,대구,달서구,27290,화암로71길 19,,대곡동 1037,,0507-1420-9898,6806200425,,전소현,01,2022-07-01,큰맘할매순대국,01,13,30,35.8046217,128.5185093,1030,2030,1030,2030,1030,2030,1000,2030,1+3+5,Y,달서구청,053-667-2536,2022-10-19 17:12:47
22101304,국밥한상,10,대구,동구,27140,해동로 205,,검사동 991-8,,0507-1301-9813,8816300141,,최정환,01,,국밥한상,01,13,30,35.88593511,128.6511589,1030,2100,1030,2100,0000,0000,1030,2000,1+3+5,Y,동구청,053-662-2744,2022-10-19 17:12:43
22101303,국수명가 (삼덕점),10,대구,중구,27110,동덕로 110-1,,삼덕동2가 266-3,,053-423-9494,2220185509,,정은이,01,2021-07-01,국수명가,01,13,30,35.8644187,128.6032486,1030,2030,1030,1500,1030,2030,1030,2030,1+3+5,Y,중구청,053-661-2535,2022-10-19 17:12:26
22101302,틈새라면,10,대구,북구,27230,침산로 93,스펙트럼시티,칠성동2가 20-1,스펙트럼시티,053-354-0883,5041686103,,김정희,01,,틈새라면,01,12,60,35.88522557,128.5897899,1100,2030,1100,2030,1100,2030,1100,2030,3+5,Y,북구청,053-665-2527,2022-10-19 17:12:14
22101301,짬뽕1번지,10,대구,달성군,27710,테크노중앙대로5길 6,,현풍읍 중리 470-8,,050-4566-9768,1235300309,,최덕기,01,2020-07-01,,03,11,30,35.69785361,128.4569312,1000,2030,1000,2030,1000,2030,1000,2030,1+3+5,Y,달성군청,053-668-2687,2022-10-19 17:12:04
22101300,박준오선산곱창,10,대구,북구,27230,대학로23길 12,,산격동 1308-10,,053-943-8979,2207300215,,박준오,01,2021-07-01,,03,13,30,35.89470106,128.6106293,1100,2200,1700,2200,1100,2200,1100,2200,3+5,Y,북구청,053-665-2527,2022-10-19 17:11:46
22101299,푸드딜,10,대구,동구,27140,평화로 7,,신암동 705-18,,0507-1367-1877,8813800950,,배문규,01,,,03,13,30,35.88469746,128.6145803,1000,2300,1000,2300,1000,2300,1030,2300,1+3+5,Y,동구청,053-662-2744,2022-10-19 17:11:28
22101298,남도뚝배기,10,대구,북구,27230,성북로 47,,침산동 521-14,,053-353-4800,5041676100,,김민경,01,2012-07-01,,03,13,30,35.89171576,128.5885916,1100,2100,1100,2100,1100,2100,1100,2100,3+5,Y,북구청,053-665-2527,2022-10-19 17:11:27
22101297,귀신닭발,10,대구,수성구,27260,들안로32길 103,,황금동 796-18,,053-761-6171,1234119839,,최숙희,01,2017-07-01,,03,13,30,35.8442174,128.6227129,1730,0200,1730,0200,1730,0200,1730,0150,5,Y,수성구청,053-666-4646,2022-10-19 17:11:08
22101295,비룡,10,대구,북구,27230,대불서길 56-1,,산격동 178-6,,053-384-3032,5041642949,,정윤호,01,2015-01-01,,03,11,30,35.90438541,128.6124744,1000,2100,0000,0000,0000,0000,1000,2000,1+3+5,Y,북구청,053-665-2527,2022-10-19 17:10:50
22101294,대구수성지역자활센터도드람한돈구워드림,10,대구,수성구,27260,범안로 81,범물용지아파트,범물동 1287,범물용지아파트,053-295-9292,1228286245,,정석규,01,,,03,13,30,35.81862608,128.6467789,0900,2200,0900,2200,0000,0000,0930,2130,1+3+5,Y,수성구청,053-666-4646,2022-10-19 17:10:12
22101293,야래향,10,대구,달서구,27290,상화로21길 64,월송아파트,진천동 482-2,월송아파트,053-635-3363,8813101120,,권충근,01,2022-07-01,,03,11,30,35.81135403,128.5244941,0930,2030,0930,2030,0930,2030,0930,2030,1+3+5,Y,달서구청,053-667-2536,2022-10-19 17:10:08
22101292,간큰갈비,10,대구,남구,27200,중앙대로 139,,대명동 39-2,,0507-1322-0163,5041610786,,강봉수,01,2015-07-01,간큰갈비,01,13,30,35.84574753,128.5901567,1200,0000,1200,0000,1200,0000,1100,2200,3+5,Y,남구청,053-664-2556,2022-10-19 17:10:03
22101291,전주소반,10,대구,북구,27230,팔거천동로 214,,동천동 905-1,,053-321-1119,6792500639,,이종배,01,,전주소반,01,13,30,35.94294983,128.5585182,1000,2100,1000,2100,1000,2100,1000,2100,1+3+5,Y,북구청,053-665-2527,2022-10-19 17:09:51
22101290,배달삼겹갈통삼현풍점,10,대구,달성군,27710,현풍중앙로14길 26,,현풍읍 하리 153-5,,050-4566-6639,2193301163,,서현정,01,,갈통삼,01,13,30,35.69498312,128.4464888,1000,0000,1000,0000,1000,0000,0830,2300,1+3+5,Y,달성군청,053-668-2687,2022-10-19 17:09:20
22101289,동인각,10,대구,북구,27230,칠곡중앙대로86길 19,,읍내동 1132-5,,053-326-8701,5041576229,,서인배,01,2020-07-01,,03,11,30,35.93401034,128.5501971,1100,2030,1100,2030,1100,2030,1100,2030,3+5,Y,북구청,053-665-2527,2022-10-19 17:09:19
22101288,교동면옥대명점,10,대구,남구,27200,성당로 270,,대명동 2289-30,,053-657-2522,1225800223,,곽종현,01,,교동면옥,01,13,30,35.85684644,128.5746593,1030,2130,1030,2130,1030,2130,1010,2140,1+3+5,Y,남구청,053-664-2556,2022-10-19 17:09:08
22101287,어랑만두,10,대구,중구,27110,동덕로 111,,삼덕동2가 210-5,,053-253-1232,5041551946,,백중기,01,2015-01-01,,03,12,30,35.86472262,128.6028398,1100,2000,0000,0000,0000,0000,1100,1940,3+5,Y,중구청,053-661-2535,2022-10-19 17:08:37
22101286,핫한삼겹,10,대구,중구,27110,동덕로38길 105,,동인동3가 234-4,,0503-8900-6220,7360501438,,우수정,01,2021-07-01,,03,13,30,35.87103632,128.6103691,0000,1930,0000,1930,0000,1930,0000,1930,1+3+5,Y,중구청,053-661-2535,2022-10-19 17:08:34
22101284,제이쿡(J COOK),10,대구,중구,27110,종로 59,,종로1가 23-3,,053-423-0970,2185700250,,정종수,01,2020-07-01,,03,13,30,35.87106481,128.5909212,1100,2000,1100,2000,1100,2000,1040,2030,3+5,Y,중구청,053-661-2535,2022-10-19 17:08:23
22101285,엔젤푸드,10,대구,동구,27140,금강로 107,,신서동 564,,0507-1321-8811,8803900861,,박수일,01,,,03,13,30,35.86506278,128.7336558,1100,2000,1100,2000,0000,0000,1100,2000,3+5,Y,동구청,053-662-2744,2022-10-19 17:08:23
22101283,보스탕치,10,대구,달서구,27290,구마로14북길 29,,본동 716,,053-568-5258,6790400691,,김희야,01,2018-07-01,,03,11,30,35.83590305,128.5336287,0900,2100,1000,2100,0000,0000,1000,2100,1+3+5,Y,달서구청,053-667-2536,2022-10-19 17:08:16
22101282,빨간떡볶이앤빨간김밥,10,대구,동구,27140,율하동로24길 29,,신기동 265-10,,053-964-8985,1216116891,,김보미,01,,문 빨간떡볶이&빨간김밥,01,12,60,35.86963434,128.7054739,1100,2300,1100,2300,1100,2300,1000,2200,3+5,Y,동구청,053-662-2744,2022-10-19 17:08:01
22101281,자금성,10,대구,북구,27230,대불서길 38,,산격동 478-30,,053-383-5611,5041538716,,심혜진,01,2016-07-01,,03,11,30,35.90269617,128.6129691,0930,2000,0930,2000,0930,2000,0930,2000,1+3+5,Y,북구청,053-665-2527,2022-10-19 17:07:45
22101280,마카국밥국수,10,대구,동구,27140,이노밸리로 322,대구혁신도시 비젼스퀘어2,신서동 1188,대구혁신도시 비젼스퀘어2,053-214-9889,2181969242,,김창우,01,,마카국밥국수,01,13,30,35.87724196,128.7321533,1240,1940,1130,1900,1130,1900,1240,1900,3+5,Y,동구청,053-662-2744,2022-10-19 17:07:35
22101279,장모님국밥,10,대구,중구,27110,동덕로 107,,삼덕동2가 149-6,,0507-1402-9347,8785800312,,이태호,01,2019-07-01,,03,13,30,35.86434349,128.6027191,0900,2200,0900,2200,0000,0000,1000,2100,1+3+5,Y,중구청,053-661-2535,2022-10-19 17:07:21
22101278,신전떡볶이,10,대구,수성구,27260,달구벌대로526안길 14,,만촌동 852-2,,053-759-6339,5041518011,,이동수,01,2022-07-01,신전떡볶이,01,12,30,35.85623021,128.6493993,1130,2130,1130,2130,0000,0000,1200,2130,3+5,Y,수성구청,053-666-4646,2022-10-19 17:06:56
22101277,식당현풍1호점,10,대구,달성군,27710,비슬로 570,,현풍읍 원교리 1212-1,,0507-1416-5622,2178524854,,김경훈,01,,식당현풍,01,13,30,35.69040815,128.4466169,1130,2200,1130,2200,1130,2200,1100,2110,3+5,Y,달성군청,053-668-2687,2022-10-19 17:06:29
22101276,송림,10,대구,북구,27230,태전로1길 34,,태전동 204-10,,053-314-5553,8784900625,,정미혜,01,,,03,13,30,35.91988102,128.5426756,1100,2100,1100,2100,1100,2100,1100,2100,3+5,Y,북구청,053-665-2527,2022-10-19 17:06:04
22101275,범어한옥집 동구점,10,대구,동구,27140,반야월로 162-1,,신기동 117-2,,053-965-3450,1214661281,,류승아,01,,한옥집,01,13,30,35.87221006,128.7060616,1730,0030,1730,0030,1730,0030,1730,0030,5,Y,동구청,053-662-2744,2022-10-19 17:06:03
22101274,우뚝해장국,10,대구,북구,27230,유통단지로8길 21-23,,산격동 1655,,053-384-5656,5041511978,,장진성,01,,,03,13,30,35.9046209,128.6088124,0700,2030,0800,2200,0800,2100,0950,2040,1+3+5,Y,북구청,053-665-2527,2022-10-19 17:06:02
22101273,화낚지,10,대구,달서구,27290,와룡로45길 72-22,,용산동 890-16,,053-217-3787,2172800733,,윤경자,01,,,03,13,30,35.85416863,128.5333055,1100,0300,1100,0300,0000,0000,1030,0300,3+5,Y,달서구청,053-667-2536,2022-10-19 17:05:46
22101272,큰바우국밥,10,대구,북구,27230,산격로1길 48,,산격동 1498-38,,053-953-4743,2172375414,,정순열,01,2022-07-01,큰바우국밥,01,13,30,35.89147442,128.602948,0900,0000,0900,0000,0900,0000,1100,0000,1+3+5,Y,북구청,053-665-2527,2022-10-19 17:05:06
22101271,짬뽕의따거,10,대구,달서구,27290,상인서로 85,상인동방현대아파트,상인동 1514,상인동방현대아파트,053-639-2783,5041510703,,이은희,01,2015-01-01,,03,11,30,35.81791168,128.5402834,1100,2100,1100,2100,1100,2100,1100,2130,3+5,Y,달서구청,053-667-2536,2022-10-19 17:05:02
22101270,바로미 김밥,10,대구,달성군,27710,돌미로 46,,옥포읍 강림리 1129,,053-631-5400,8784700596,,조숙자,01,2021-07-01,,03,12,60,35.77924002,128.4391549,0000,0000,0000,0000,0000,0000,0000,0000,1+3+5,Y,달성군청,053-668-2687,2022-10-19 17:04:54
22101269,추억의 봇또랑,10,대구,수성구,27260,파동로 20,,파동 451-2,,053-766-4431,2166900349,,전윤남,01,,,03,13,30,35.80683055,128.6223358,1030,2000,1030,2000,1030,2000,1030,2000,1+3+5,Y,수성구청,053-666-4646,2022-10-19 17:04:18
22101268,빨간지붕,10,대구,북구,27230,검단로 118,,검단동 936-10,,053-384-7686,5041493707,,유재숙,01,,빨간지붕,01,12,30,35.90695117,128.6204151,1100,2130,1100,2130,1100,2130,1100,1800,3+5,Y,북구청,053-665-2527,2022-10-19 17:04:10
22101267,국수나무 읍내점,10,대구,북구,27230,칠곡중앙대로 450,,읍내동 1341,,053-322-9800,6773401236,,이은미,01,,국수나무,01,12,30,35.9359091,128.549446,1100,2000,1100,1500,1100,1500,1030,2030,3+5,Y,북구청,053-665-2527,2022-10-19 17:03:59
22101266,대왕푸드(송현점),10,대구,달서구,27290,송현로11길 13,,상인동 804-4,,070-5111-5884,8784000340,,김희창,01,,,03,12,30,35.82233917,128.5464638,0700,0400,0700,0400,0700,0400,0700,0400,1+3+5,Y,달서구청,053-667-2536,2022-10-19 17:03:47
22101265,본죽 수성구청점,10,대구,수성구,27260,달구벌대로 2474,,범어동 197-4,,053-744-6288,5041480653,,김정기,01,,본죽,01,13,30,35.85849793,128.6332809,0900,2200,0900,2200,0900,2200,0900,1900,1+3+5,Y,수성구청,053-666-4646,2022-10-19 17:03:23
22101264,길림성,10,대구,북구,27230,팔거천동로34길 14,,동천동 924-14,,050-4566-5596,5041447431,,김경희,01,2017-07-01,,03,11,30,35.93826411,128.5591754,1100,2030,1100,2030,1100,2030,1050,2000,3+5,Y,북구청,053-665-2527,2022-10-19 17:02:39
22101263,면만드는사람들범어점,10,대구,수성구,27260,동대구로77길 16,,범어동 12-5,,0507-1333-0022,1213761130,,김태환,01,2022-07-01,면만드는사람들,01,13,30,35.86483762,128.6255894,1100,2000,1100,1500,0000,0000,1030,1930,3+5,Y,수성구청,053-666-4646,2022-10-19 17:02:30
22101262,운암지식당,10,대구,북구,27230,칠곡중앙대로77길 6-11,,태전동 1063-17,,0504-2015-3683,8781100660,,황숙향,01,2022-07-01,,03,13,30,35.93102925,128.5472806,1000,0000,1000,0000,1000,0000,1100,2300,1+3+5,Y,북구청,053-665-2527,2022-10-19 17:02:28
22101261,스푼떡볶이,10,대구,북구,27230,관음중앙로 36,,관음동 1360-4,,0507-1438-7522,5041377831,,손경자,01,2020-07-01,스푼떡볶이,01,12,30,35.93698224,128.5445335,1100,2300,1100,2300,1100,2300,1100,2100,3+5,Y,북구청,053-665-2527,2022-10-19 17:01:33
22101260,돼지게티 대구칠곡점,10,대구,북구,27230,대천로18길 4-19,,동천동 936-1,,0507-1491-0925,8771901245,,박수진,01,2022-07-01,돼지게티,01,12,30,35.93660576,128.5571684,1130,0000,1130,0000,1130,0000,1130,0000,3+5,Y,북구청,053-665-2527,2022-10-19 17:01:09
22101259,청년찌개,10,대구,수성구,27260,달구벌대로 2317,우방사랑마을아파트,수성동4가 1090-7,우방사랑마을아파트,053-753-2011,2161166961,,김현정,01,2022-07-01,청년찌개,01,13,30,35.8605736,128.6158051,0700,2100,0700,2100,0700,2100,0800,2130,1+3+5,Y,수성구청,053-666-4646,2022-10-19 17:01:03
22101258,가덕식당,10,대구,수성구,27260,수성로39안길 22-4,,중동 261-8,,053-762-9688,1213193095,,안정란,01,2021-07-01,,03,13,30,35.84423405,128.6121188,1200,2100,1200,2100,1200,2100,1200,2100,3+5,Y,수성구청,053-666-4646,2022-10-19 17:01:00
22101257,선비꼬마김밥 장기점,10,대구,달서구,27290,장기로 252,장기 협성휴포레,장기동 535,장기 협성휴포레,0507-1428-7401,6761801494,,여혜진,01,,선비꼬마김밥,01,12,30,35.84413723,128.5327062,0700,2000,0700,2000,0700,2000,1000,1930,1+3+5,Y,달서구청,053-667-2536,2022-10-19 17:00:35
22101256,늘봄식당,10,대구,북구,27230,오봉로1길 51,,노원동2가 289-1,,053-355-4521,5041353218,,이경자,01,2006-07-01,,03,13,30,35.88906233,128.5733233,1100,2200,1100,2200,1100,2200,1100,2100,3+5,Y,북구청,053-665-2527,2022-10-19 17:00:26
22101255,닭치고낙곱새현풍직영점,10,대구,달성군,27710,테크노중앙대로5길 16-6,,현풍읍 중리 461-6,,053-617-8818,1194300785,,김병준,01,,닭치고낙곱새,02,13,30,35.6982327,128.4557869,1100,2200,1100,2200,1100,2200,1100,2200,3+5,Y,달성군청,053-668-2687,2022-10-19 17:00:03
22101254,8번식당,10,대구,중구,27110,서성로13길 8,8번식당,서성로1가 59-1,8번식당,053-255-0167,5041328441,,김희자,01,2018-07-01,,03,13,30,35.87237912,128.5869095,1000,2200,1000,2200,1000,2100,1000,2040,1+3+5,Y,중구청,053-661-2535,2022-10-19 16:59:49
22101253,국수나무읍내점,10,대구,북구,27230,칠곡중앙대로 450,,읍내동 1341,,053-322-9800,2160468715,,김성우,01,,국수나무,01,13,30,35.9359091,128.549446,1030,2020,1030,2020,1030,2020,1030,2020,1+3+5,Y,북구청,053-665-2527,2022-10-19 16:59:43
22101252,누니가짬뽕,10,대구,달서구,27290,조암남로 13,,상인동 1595-2,,053-636-3301,6761301086,,박미애,01,2020-07-01,,03,11,30,35.82227863,128.5314878,1100,2030,1100,2030,1100,2030,1100,2000,3+5,Y,달서구청,053-667-2536,2022-10-19 16:59:09
22101251,갈비탕만,10,대구,서구,27170,달서로 122,,비산동 391-12,,0504-2015-4776,2157300270,,이규하,01,2022-07-01,,03,13,30,35.87307472,128.5713516,1030,2000,1030,2000,1030,2000,1100,2300,1+3+5,Y,서구청,053-663-2613,2022-10-19 16:59:01
22101250,컵스앤식스피엠 경대북문점,10,대구,북구,27230,산격로6길 30,,산격동 1399-8,,0507-1401-2007,8774101004,,전선자,01,,컵스액식스피엠,01,12,30,35.89245998,128.6084541,1100,0000,1100,0000,1100,2200,1100,0000,3+5,Y,북구청,053-665-2527,2022-10-19 16:59:00
22101249,서울만두,10,대구,북구,27230,대동로 48,,산격동 1275-5,,053-955-8487,5041129714,,김창수,01,2020-07-01,,03,13,30,35.89638804,128.6117073,0850,2100,0850,2100,0850,2100,0850,2100,1+3+5,Y,북구청,053-665-2527,2022-10-19 16:59:00
22101248,소박한상,10,대구,서구,27170,국채보상로 393-14,,비산동 413-10,,053-522-9933,1186500386,,채창훈,01,2022-07-01,,03,13,30,35.8726664,128.5736989,1130,0000,1130,0000,1130,0000,0700,2230,3+5,Y,서구청,053-663-2613,2022-10-19 16:58:38
22101246,딜리버리데일리(delivery daily),10,대구,동구,27140,반야월로 144-12,,신기동 184-10,,053-963-9082,2153300764,,이상민,01,2021-07-01,,03,13,30,35.87200058,128.7044351,0950,2340,0950,2340,0950,2340,0950,2340,1+3+5,Y,동구청,053-662-2744,2022-10-19 16:58:17
22101247,대한짬뽕읍내점,10,대구,북구,27230,칠곡중앙대로 568-1,,읍내동 800-11,,053-325-8441,7360302511,,문다정,01,,대한짬뽕,01,11,30,35.94628211,128.5514696,1100,2030,1100,2030,1100,2030,1100,2030,3+5,Y,북구청,053-665-2527,2022-10-19 16:58:17
22101245,신전떡뽁이(서재점),10,대구,달성군,27710,서재로30길 17,서재보성타운,다사읍 서재리 145,서재보성타운,053-587-8258,5041031585,,이석준,01,,신전떡볶이,01,12,30,35.87589606,128.5003098,1130,2030,1130,2030,1130,2030,1130,2130,3+5,Y,달성군청,053-668-2687,2022-10-19 16:58:10
22101244,우리할매떡볶이 칠곡점,10,대구,북구,27230,칠곡중앙대로 469,,관음동 1386-9,,053-327-3331,1183900956,,우오택,01,2022-07-01,우리할매떡볶이,01,12,30,35.93755843,128.5489034,1100,0200,1100,0200,1100,2300,1100,0200,3+5,Y,북구청,053-665-2527,2022-10-19 16:57:27
22101243,원조서울칡냉면,10,대구,북구,27230,태암로6길 3,,태전동 1037-1,,053-325-9918,5041012273,,이점숙,01,2019-07-01,,03,13,30,35.92823432,128.5505652,1100,2230,1100,2230,1100,2230,1100,2230,3+5,Y,북구청,053-665-2527,2022-10-19 16:57:18
22101242,미가냉면,10,대구,달서구,27290,선원로23길 179,,이곡동 1186,,053-582-4449,2153300560,,박근열,01,,,03,13,30,35.85949988,128.5018104,1000,2000,1000,2000,0000,0000,1000,2000,1+3+5,Y,달서구청,053-667-2536,2022-10-19 16:57:10
22101241,정성키친,10,대구,중구,27110,명륜로 7-5,,남산동 365,,053-6441-1133,8770501627,,성용경,01,,,03,13,30,35.86567657,128.5885817,0530,2330,0530,2330,0530,2330,0530,2330,1+3+5,Y,중구청,053-661-2535,2022-10-19 16:57:03
22101240,대한콩국 침산점,10,대구,북구,27230,침산남로 136,,침산동 260-10,,053-355-0999,2147000621,,김민수,01,,대한콩국,01,13,30,35.88815837,128.5904947,1000,2230,1000,2230,1000,2230,1000,2230,1+3+5,Y,북구청,053-665-2527,2022-10-19 16:56:32
22101239,보리밥전문점또보리(본점),10,대구,수성구,27260,상록로11길 5,범어청구빌라맨션,범어동 476,범어청구빌라맨션,053-743-7282,5040954675,,하해자,01,2022-07-01,,03,13,30,35.86452846,128.623802,1100,2000,1100,2000,1100,2000,1100,2000,3+5,Y,수성구청,053-666-4646,2022-10-19 16:56:31
22101238,뜸들이다,10,대구,북구,27230,칠곡중앙대로65길 13,,태전동 220-1,,0507-1497-7890,8762701437,,최정훈,01,,뜸들이다,01,13,30,35.92560307,128.5456123,1000,2100,1000,2100,1000,2100,1000,2100,1+3+5,Y,북구청,053-665-2527,2022-10-19 16:55:55
22101237,덩치제육,10,대구,달서구,27290,선원로14길 23,,신당동 1761-15,,053-582-3222,1181701685,,장자운,01,,,03,13,30,35.85794064,128.4994489,1600,2330,1600,2330,1600,2330,1600,2330,5,Y,달서구청,053-667-2536,2022-10-19 16:55:53
22101236,홍시,10,대구,북구,27230,관음중앙로21길 3,,관음동 1268,,0503-8903-9579,2131166531,,이준현,01,,국물에빠진두루치기,01,13,30,35.94324309,128.5446601,1000,2100,1000,2100,1000,2100,1000,2100,1+3+5,Y,북구청,053-665-2527,2022-10-19 16:55:46
22101235,노원반점,10,대구,북구,27230,노원로10길 67,,노원동2가 205-3,,050-7525-6930,5040937773,,최영옥,01,2015-07-01,,03,11,30,35.89166618,128.5711485,1000,2030,1000,2030,1000,2030,1000,1950,1+3+5,Y,북구청,053-665-2527,2022-10-19 16:55:46
22101234,김밥짱팩토리,10,대구,중구,27110,달구벌대로 2109,,동성로3가 66-13,,053-425-0343,5040655770,,윤덕용,01,2012-01-01,,03,12,30,35.86683881,128.5937829,1100,2100,1100,2100,0000,0000,1130,2200,3+5,Y,중구청,053-661-2535,2022-10-19 16:54:58
22101233,바다해,10,대구,남구,27200,봉덕로13길 7,,봉덕동 693-18,,053-476-9777,2123312354,,김진수,01,2021-07-01,고기푸짐혜자비빔밥,01,13,30,35.84535943,128.5970096,1030,2130,1030,2130,0000,0000,1030,2130,1+3+5,Y,남구청,053-664-2556,2022-10-19 16:54:55
22101232,육회왕자연어공주 영대병원점,10,대구,남구,27200,중앙대로31길 15,,대명동 50-10,,053-263-5050,1163900907,,이선례,01,2022-07-01,육회왕자연어공주,01,13,30,35.84640549,128.5889351,1100,0000,1100,0000,0000,0000,1130,2000,3+5,Y,남구청,053-664-2556,2022-10-19 16:54:51
22101231,시골국수집,10,대구,달서구,27290,학산로 243,,송현동 130-6,,053-526-3348,8760501963,,김은실,01,,,03,13,30,35.83392908,128.5530407,1100,1940,1100,1940,0000,0000,1100,1940,3+5,Y,달서구청,053-667-2536,2022-10-19 16:54:35
22101230,애기똥풀,10,대구,달서구,27290,앞산순환로 195,,송현동 1958-12,,053-628-0411,6760800273,,홍태희,01,2016-07-01,,03,11,30,35.82174387,128.5520975,1100,2100,1100,2100,1600,2100,0400,2000,3+5,Y,달서구청,053-667-2536,2022-10-19 16:54:07
22101229,교동따로식당,10,대구,중구,27110,경상감영1길 11,,포정동 52-2,,053-254-8923,5040527544,,하재용,01,2000-07-01,,03,13,30,35.87150457,128.5928724,0000,0000,0000,0000,0000,0000,0000,0000,1+3+5,Y,중구청,053-661-2535,2022-10-19 16:54:02
22101228,밥통령,10,대구,달서구,27290,상원로5길 70,,진천동 814-11,,053-633-5546,2122635946,,안중보,01,2021-07-01,밥통령,01,13,30,35.8124098,128.532454,1100,2200,1100,2200,1100,2200,0700,0000,3+5,Y,달서구청,053-667-2536,2022-10-19 16:54:00
22101227,리틀홍콩,10,대구,동구,27140,아양로34길 22,성동시장아파트,신암동 327-1,성동시장아파트,053-955-0149,8746700398,,강연주,01,,,03,11,30,35.88383605,128.6304147,1000,2300,1000,2300,1000,2300,1000,2300,1+3+5,Y,동구청,053-662-2744,2022-10-19 16:53:22
